0;	21;	5;	0,96;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	100,0;	99,96;	99,9;	99,74;	99,28;	98,99;	98,33;	98,03;	97,56;	97,33;	97,15;	96,85;	96,53;	96,41;	95,87;	95,17;	94,02;	93,48;	92,67;	92,51;	91,59;	91,3;	91,12;	91,11;	90,11;	89,68;	89,23;	88,68;	86,98;	84,42;	83,02;	82,2;	81,16;	78,19;	74,9;	74,63;	73,94;	73,56;	72,93;	69,21;	66,79;	63,72;	62,41;	58,58;	56,49;	54,66;	53,91;	52,7;	50,72;	48,55;	45,25;	42,76;	40,48;	39,24;	37,78;	37,09;	36,86;	35,72;	34,14;	34,1;	29,72;	29,27;	25,8;	24,97;	20,9;	14,88;	14,45;	11,83;	11,48;	10,1;	5,43;	2,38;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
77;	1;	5;	0,99;	nan;	100,0;	99,98;	99,92;	99,83;	99,52;	99,3;	98,97;	98,79;	98,49;	98,49;	98,03;	96,93;	96,5;	95,64;	95,47;	95,22;	95,05;	94,22;	92,74;	92,52;	91,45;	91,34;	91,31;	89,4;	88,44;	87,82;	86,21;	83,81;	83,57;	82,69;	81,78;	81,68;	80,15;	79,47;	78,68;	77,34;	77,32;	75,77;	74,24;	73,99;	73,25;	71,32;	70,77;	69,52;	65,49;	63,95;	63,19;	60,6;	58,72;	57,67;	57,25;	57,1;	55,94;	51,54;	48,49;	46,14;	44,18;	40,74;	38,07;	35,82;	35,82;	34,38;	25,7;	21,72;	17,4;	16,77;	16,25;	11,67;	10,72;	6,9;	6,61;	5,55;	2,49;	0,43;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
78;	12;	5;	1,0;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	100,0;	99,99;	99,92;	99,72;	99,56;	99,5;	99,22;	99,0;	98,66;	98,47;	97,77;	97,46;	97,04;	96,73;	95,52;	95,41;	94,84;	94,28;	93,7;	93,01;	91,87;	91,26;	90,08;	89,87;	88,86;	88,23;	87,45;	86,89;	84,86;	83,49;	81,4;	80,22;	77,92;	77,48;	76,06;	74,81;	72,49;	71,69;	69,46;	67,28;	66,41;	66,24;	64,58;	63,88;	60,73;	59,56;	56,98;	54,32;	52,66;	49,61;	49,04;	46,05;	41,85;	40,04;	37,37;	34,74;	34,37;	31,14;	25,07;	24,02;	23,95;	20,39;	20,0;	19,92;	14,63;	12,82;	8,91;	3,62;	1,1;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
79;	-10;	5;	1,01;	98,86;	97,76;	97,67;	97,58;	97,26;	95,35;	93,71;	92,94;	92,87;	91,79;	88,83;	88,59;	86,8;	85,92;	83,8;	83,57;	82,38;	81,54;	79,9;	78,8;	77,57;	76,71;	74,89;	74,74;	74,23;	72,94;	69,9;	69,11;	68,95;	68,12;	63,9;	61,78;	59,95;	55,08;	53,93;	52,0;	47,35;	44,78;	43,22;	39,36;	36,42;	35,0;	32,58;	30,85;	28,8;	26,66;	25,19;	24,19;	23,14;	20,12;	18,38;	14,43;	12,46;	11,44;	9,7;	8,24;	4,37;	3,04;	2,12;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
80;	9;	5;	1,03;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	100,0;	99,91;	99,78;	99,63;	99,53;	99,46;	99,44;	99,31;	99,11;	98,88;	98,66;	98,61;	98,5;	97,94;	97,78;	97,75;	96,2;	94,4;	94,26;	93,97;	93,76;	92,98;	91,63;	90,48;	88,58;	87,05;	86,32;	83,38;	82,55;	82,11;	80,81;	78,91;	78,44;	77,9;	77,1;	75,1;	73,33;	72,69;	71,92;	67,06;	65,11;	64,21;	63,21;	63,16;	61,26;	60,11;	57,41;	56,64;	55,75;	55,14;	51,43;	46,96;	44,55;	42,19;	36,45;	33,99;	31,97;	31,1;	28,94;	26,62;	21,24;	17,96;	16,13;	15,71;	14,61;	13,46;	9,24;	8,4;	5,07;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
81;	-12;	5;	1,04;	96,6;	96,08;	94,61;	94,06;	93,75;	92,15;	91,98;	91,98;	91,49;	90,93;	88,67;	87,95;	87,67;	87,11;	86,29;	83,92;	82,31;	81,17;	80,91;	80,74;	78,72;	78,65;	77,62;	72,54;	70,0;	66,9;	66,81;	61,83;	60,11;	58,58;	56,97;	52,75;	48,7;	48,47;	47,6;	46,61;	44,72;	41,96;	40,5;	39,66;	34,74;	33,22;	31,0;	26,13;	24,24;	20,94;	17,13;	11,44;	10,31;	3,6;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
82;	5;	5;	1,02;	nan;	nan;	nan;	nan;	nan;	100,0;	99,91;	99,84;	99,77;	99,72;	99,54;	99,49;	99,17;	98,94;	98,39;	97,66;	97,25;	96,68;	96,16;	95,77;	95,39;	95,33;	95,19;	94,92;	94,13;	92,6;	91,99;	90,89;	90,3;	89,43;	87,96;	86,89;	86,66;	85,43;	82,65;	81,74;	80,13;	75,5;	74,21;	74,04;	73,79;	73,26;	71,97;	70,79;	68,34;	62,82;	61,7;	58,82;	58,39;	56,58;	52,31;	50,03;	47,52;	47,12;	44,59;	43,85;	43,05;	42,96;	41,65;	39,24;	36,77;	33,4;	30,86;	30,14;	28,35;	26,77;	24,01;	18,89;	15,61;	14,49;	9,93;	8,59;	8,33;	5,98;	4,33;	3,0;	1,71;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
83;	-3;	5;	1,01;	99,91;	99,79;	99,71;	99,59;	99,19;	99,06;	98,09;	97,98;	96,55;	95,67;	95,47;	95,33;	95,16;	94,48;	94,27;	94,16;	94,05;	93,81;	92,26;	90,62;	90,12;	89,08;	87,9;	86,4;	85,73;	84,62;	84,6;	84,28;	83,9;	81,74;	81,27;	80,6;	79,13;	77,38;	77,31;	76,62;	74,9;	73,96;	69,94;	68,4;	65,49;	64,23;	62,91;	61,64;	58,81;	58,24;	55,01;	53,9;	51,97;	50,49;	50,11;	48,94;	47,36;	43,45;	41,01;	39,17;	38,96;	37,95;	37,45;	33,75;	29,98;	28,79;	26,16;	24,39;	24,25;	21,2;	16,87;	16,39;	14,5;	13,57;	12,1;	9,44;	7,02;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
84;	-11;	5;	1,01;	97,06;	96,75;	96,43;	95,87;	95,84;	95,12;	94,35;	94,04;	93,26;	92,5;	90,53;	89,49;	89,15;	85,34;	84,36;	83,62;	81,53;	81,51;	80,57;	79,69;	79,5;	79,21;	77,08;	74,89;	73,48;	71,32;	71,15;	70,24;	69,9;	67,94;	65,53;	59,25;	52,44;	50,34;	49,42;	48,13;	47,18;	46,94;	42,69;	40,74;	39,32;	38,84;	37,75;	37,29;	35,06;	29,07;	23,64;	21,49;	19,8;	17,38;	15,2;	14,75;	14,15;	9,64;	5,3;	4,89;	3,62;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
85;	4;	5;	1,05;	nan;	nan;	nan;	nan;	100,0;	99,95;	99,93;	99,87;	99,43;	99,26;	98,93;	98,56;	98,45;	98,3;	97,42;	96,4;	96,38;	95,7;	95,11;	95,08;	94,12;	93,45;	92,89;	91,03;	90,76;	89,53;	88,71;	87,83;	86,33;	85,3;	85,3;	84,39;	83,28;	82,09;	78,92;	78,86;	77,5;	76,6;	75,19;	73,14;	73,0;	71,73;	68,81;	66,27;	62,71;	62,66;	59,95;	59,06;	53,67;	53,61;	51,08;	48,11;	43,55;	39,87;	39,8;	39,29;	37,82;	35,08;	30,74;	28,75;	23,96;	15,54;	13,93;	11,99;	8,13;	3,89;	2,03;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
86;	14;	5;	1,0;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	100,0;	99,88;	99,71;	99,47;	99,43;	99,17;	99,02;	98,76;	98,25;	98,1;	98,01;	97,79;	97,06;	95,66;	95,57;	95,31;	95,27;	94,92;	94,1;	93,46;	92,41;	91,95;	91,14;	90,76;	89,74;	89,41;	88,46;	82,82;	82,8;	82,43;	81,27;	80,39;	78,27;	76,77;	74,82;	72,52;	71,44;	70,42;	68,83;	68,17;	63,72;	63,08;	58,81;	56,49;	52,25;	49,85;	49,04;	44,52;	41,03;	38,8;	38,53;	35,92;	32,23;	31,13;	27,01;	25,94;	23,26;	20,66;	20,06;	18,25;	17,44;	16,25;	15,11;	12,19;	8,33;	4,15;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
87;	0;	5;	1,0;	100,0;	99,92;	99,84;	99,82;	99,76;	99,38;	99,26;	98,76;	97,76;	97,68;	97,5;	97,12;	96,91;	96,62;	95,14;	94,73;	93,38;	93,14;	91,7;	91,2;	90,22;	88,52;	87,15;	86,71;	85,27;	83,79;	80,57;	78,73;	77,73;	76,57;	74,84;	74,04;	72,09;	70,24;	69,12;	65,8;	64,9;	61,07;	60,12;	56,73;	54,83;	54,82;	53,04;	48,7;	45,32;	40,23;	36,49;	35,63;	34,08;	33,81;	28,7;	25,67;	23,83;	21,18;	18,09;	17,58;	16,25;	13,29;	8,72;	7,85;	6,27;	0,1;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
88;	6;	5;	1,03;	nan;	nan;	nan;	nan;	nan;	nan;	100,0;	99,95;	99,84;	99,8;	99,74;	99,66;	99,06;	98,96;	98,7;	98,36;	98,0;	97,55;	97,05;	96,82;	95,99;	95,72;	95,24;	94,18;	93,91;	93,46;	92,72;	91,11;	90,49;	89,3;	88,79;	88,16;	87,99;	85,45;	85,32;	83,62;	82,46;	80,72;	79,51;	78,83;	78,4;	75,76;	70,88;	70,7;	68,73;	68,16;	67,79;	67,64;	66,75;	65,96;	63,94;	63,66;	62,0;	57,85;	55,38;	53,17;	52,71;	51,9;	48,14;	45,02;	44,95;	41,65;	41,5;	38,55;	38,26;	32,87;	30,55;	28,34;	24,88;	21,61;	21,26;	20,49;	12,94;	10,8;	9,78;	8,96;	6,83;	6,3;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
89;	-7;	5;	0,99;	98,96;	98,94;	98,47;	98,38;	98,3;	98,23;	97,85;	97,61;	97,56;	97,4;	96,91;	95,89;	93,85;	93,45;	92,21;	90,6;	90,23;	89,08;	88,99;	86,92;	84,55;	84,1;	82,82;	81,76;	80,95;	78,46;	76,88;	76,1;	75,72;	74,35;	73,5;	71,57;	70,53;	66,94;	66,08;	65,58;	65,02;	63,53;	60,94;	58,53;	56,84;	53,97;	53,43;	51,51;	51,18;	50,04;	45,92;	44,91;	44,89;	42,65;	42,31;	39,78;	39,28;	38,78;	33,45;	30,92;	30,36;	28,13;	25,56;	22,93;	21,72;	20,36;	20,2;	17,91;	17,82;	17,52;	10,34;	4,6;	2,04;	1,45;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
90;	11;	5;	0,99;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	100,0;	99,98;	99,83;	99,75;	99,69;	99,45;	99,11;	98,78;	98,23;	97,45;	96,78;	96,68;	96,45;	96,31;	95,87;	94,71;	93,0;	91,98;	91,1;	90,67;	89,63;	88,18;	86,93;	85,67;	84,98;	83,72;	82,75;	81,1;	79,69;	79,42;	79,35;	75,81;	74,65;	74,18;	71,59;	69,93;	68,64;	68,59;	64,43;	64,07;	62,54;	61,33;	60,58;	57,67;	57,33;	55,51;	53,08;	52,58;	50,72;	50,1;	48,9;	48,85;	47,9;	47,52;	43,78;	42,33;	41,32;	34,84;	31,44;	28,52;	28,24;	23,45;	21,36;	17,64;	16,26;	15,25;	14,0;	12,42;	9,44;	6,44;	3,99;	1,83;	0,9;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
91;	0;	5;	0,97;	100,0;	99,99;	99,98;	99,86;	99,61;	99,42;	99,33;	99,08;	98,27;	98,23;	98,17;	97,89;	97,44;	97,42;	96,41;	96,25;	95,97;	95,36;	95,21;	94,74;	91,84;	91,72;	91,09;	89,88;	88,64;	88,19;	87,17;	86,55;	84,54;	84,31;	83,02;	82,31;	80,1;	78,13;	77,73;	74,37;	71,86;	70,59;	70,53;	70,11;	70,03;	67,84;	64,58;	64,4;	63,18;	60,28;	58,1;	57,44;	54,23;	53,08;	52,77;	47,88;	44,64;	43,49;	40,03;	35,15;	34,67;	34,45;	34,02;	33,06;	32,0;	27,42;	24,47;	24,18;	23,58;	19,73;	19,09;	18,84;	16,5;	15,12;	8,78;	8,44;	3,74;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
92;	-2;	5;	1,0;	99,83;	99,81;	99,47;	99,41;	99,38;	98,9;	98,73;	98,01;	97,94;	97,78;	97,26;	96,28;	95,79;	94,18;	93,06;	92,37;	91,61;	91,21;	90,76;	89,32;	88,61;	88,17;	88,09;	87,75;	86,85;	86,28;	86,13;	84,03;	83,27;	82,63;	81,29;	79,71;	78,26;	78,23;	76,36;	74,1;	71,45;	70,89;	70,08;	67,91;	65,78;	64,56;	62,35;	59,68;	58,48;	55,09;	50,2;	49,47;	47,79;	46,97;	44,83;	42,22;	39,28;	37,18;	35,8;	33,02;	32,12;	29,22;	26,83;	24,46;	24,2;	20,66;	18,66;	14,04;	11,13;	10,29;	5,41;	4,1;	4,04;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
93;	-6;	5;	1,03;	99,18;	98,74;	98,21;	97,91;	97,86;	97,17;	96,92;	96,27;	95,9;	95,05;	94,33;	93,39;	92,95;	92,83;	92,06;	91,47;	90,27;	89,55;	89,3;	88,73;	88,51;	88,37;	88,13;	86,59;	85,9;	84,32;	83,3;	82,62;	80,36;	79,46;	78,3;	77,9;	76,21;	74,4;	74,09;	69,06;	67,87;	66,59;	62,9;	60,56;	57,14;	53,66;	50,49;	49,24;	48,53;	48,37;	48,29;	43,46;	43,26;	41,52;	36,84;	34,29;	33,54;	28,28;	25,23;	23,64;	22,33;	20,15;	20,14;	19,84;	17,07;	14,4;	8,65;	4,99;	3,55;	0,2;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
94;	-2;	5;	1,04;	99,97;	99,9;	99,66;	99,5;	99,03;	98,55;	98,32;	97,91;	97,65;	97,16;	96,62;	96,24;	95,97;	95,64;	95,53;	95,26;	94,07;	92,77;	92,43;	91,63;	91,0;	90,74;	90,61;	89,47;	88,99;	88,32;	88,19;	87,1;	86,79;	86,62;	86,42;	85,07;	82,22;	79,84;	77,54;	76,31;	75,78;	73,44;	72,79;	69,82;	68,2;	67,16;	66,29;	66,21;	62,01;	61,6;	61,44;	60,28;	57,89;	54,98;	53,3;	48,91;	47,56;	46,24;	39,78;	38,79;	37,0;	35,62;	34,97;	34,2;	32,43;	29,06;	28,49;	24,62;	21,13;	17,86;	14,44;	14,15;	8,13;	0,49;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
95;	0;	5;	0,91;	100,0;	99,99;	99,93;	99,77;	99,7;	99,25;	99,15;	98,59;	98,29;	97,95;	97,69;	97,13;	96,84;	96,14;	95,83;	95,6;	95,27;	94,52;	93,95;	92,8;	91,88;	91,2;	90,97;	90,33;	89,53;	89,19;	88,11;	87,33;	86,98;	85,28;	84,24;	83,09;	82,18;	81,83;	81,74;	80,31;	79,72;	77,68;	75,73;	74,49;	73,3;	71,74;	70,15;	70,09;	66,68;	63,86;	63,65;	62,97;	61,99;	57,89;	54,58;	52,72;	51,06;	49,2;	48,04;	44,36;	42,12;	39,93;	39,0;	36,71;	35,04;	30,11;	27,61;	26,09;	22,38;	19,16;	17,44;	16,25;	14,52;	12,75;	11,73;	11,05;	10,27;	9,97;	9,78;	3,56;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
96;	-7;	5;	1,08;	98,59;	98,34;	97,9;	97,67;	97,37;	97,33;	96,8;	96,62;	94,73;	93,98;	93,19;	92,36;	91,09;	90,8;	90,39;	89,94;	89,77;	88,46;	85,9;	82,63;	80,45;	79,69;	79,61;	79,37;	76,71;	74,74;	72,72;	72,52;	68,09;	66,77;	65,01;	61,95;	61,7;	61,58;	58,78;	57,7;	55,71;	54,95;	47,56;	45,72;	41,61;	41,5;	36,78;	36,06;	33,98;	30,94;	24,5;	21,62;	16,35;	10,36;	9,36;	8,27;	7,6;	5,05;	3,65;	1,22;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
97;	0;	5;	1,08;	100,0;	99,98;	99,87;	99,56;	99,38;	99,38;	99,25;	98,58;	98,56;	98,11;	97,79;	97,71;	97,04;	95,97;	95,19;	94,41;	93,99;	93,79;	92,95;	92,62;	92,19;	90,68;	90,5;	90,35;	89,78;	89,46;	87,83;	87,54;	86,83;	84,26;	81,42;	78,13;	74,13;	72,15;	71,44;	70,7;	68,51;	66,99;	62,45;	61,53;	60,62;	59,48;	58,72;	57,97;	55,17;	54,87;	54,67;	48,51;	47,81;	45,97;	44,11;	42,71;	41,92;	39,69;	37,78;	35,48;	33,93;	31,21;	30,67;	30,06;	21,99;	19,61;	17,21;	15,75;	15,62;	11,06;	7,54;	3,73;	1,59;	0,16;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
98;	-13;	5;	1,01;	97,07;	96,09;	94,63;	93,49;	93,26;	92,49;	92,3;	92,28;	91,4;	90,53;	90,46;	89,18;	87,93;	84,63;	83,1;	82,46;	81,35;	80,44;	77,74;	77,7;	73,78;	72,68;	71,05;	69,25;	66,94;	65,68;	65,34;	63,32;	62,61;	58,49;	56,16;	53,36;	51,42;	51,33;	50,01;	45,2;	43,7;	42,83;	41,1;	40,12;	38,41;	35,64;	33,98;	29,05;	26,78;	19,59;	18,31;	18,21;	16,41;	14,6;	14,09;	10,71;	10,55;	8,85;	6,0;	3,22;	2,63;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
99;	-7;	5;	1,06;	99,15;	99,05;	98,69;	98,54;	98,02;	97,97;	97,17;	96,36;	95,2;	94,98;	94,69;	93,92;	92,88;	91,99;	89,86;	88,79;	87,79;	85,81;	84,7;	82,57;	80,98;	80,26;	78,09;	76,2;	73,96;	73,61;	72,91;	69,22;	68,07;	66,16;	66,07;	64,52;	63,64;	60,72;	59,07;	57,1;	57,07;	53,27;	53,14;	51,36;	48,68;	45,32;	41,41;	39,29;	36,43;	35,28;	35,1;	32,86;	32,69;	31,96;	25,44;	25,17;	24,41;	23,62;	23,52;	22,92;	20,33;	19,09;	16,33;	11,4;	10,23;	10,05;	9,91;	3,76;	1,82;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
